Объект;Планируемый адрес;Физический адрес;Юридический адрес;Контакты;Дата пуска;Дата закрытия;Ответственные;Статус;Инвентаризация;Последняя инвентаризация
RBS ZYT474;ЗЕЛЕНА ПОЛЯНА (ЧЕРВОНОАРМiЙСЬКИЙ РАЙОН/СМТ ЧЕРВОНОАРМiЙСЬК)1825481501;RBS ZYT474 10000, м. Житомир, вул. Баранова, 125;м. Житомир, вул. Пушкiнська,32/8;;20.11.2008;;Осадчук О.В.;Эксплуатация;False;06.09.2018
RBS ZYT478;Овруцький р-н, с. Ясенець;RBS ZYT478 Овруцький р-н, с. Ясенець;власна вежа на тер-ї сiльради;;29.09.2007;;Харченко В.Б.;Эксплуатация;False;14.03.2018
RBS ZYT479;11120, Овруцький р-н, с. Лучанки;RBS ZYT479 11120, Овруцький р-н, с. Лучанки;власна вежа на тер-ї сiльради;;29.09.2007;;Харченко В.Б.;Эксплуатация;False;28.05.2014
RBS ZYT487;ЖИТОМИР (ЖИТОМИР)1810100001;RBS ZYT487 Житомирська обл., м.Коростень, вул.Сосновського, 65, труба;Житомирська обл., м.Коростень, вул.Сосновського, 65,;;05.02.2008;15.10.2015;Кузьменко А.В.;Закрыт;False;26.09.2014
RBS ZYT600;КОРОСТИШiВ (КОРОСТИШiВСКИЙ РАЙОН/М.КОРОСТИШiВ)1822510100;RBS ZYT600 КОРОСТИШiВ (КОРОСТИШiВСКИЙ РАЙОН/М.КОРОСТИШiВ)1822510100;;;30.06.2006;;Блоха С.С.;Эксплуатация;False;12.02.2016
RBS ZYT601;12000, Червоноармiйський р-н, с. Корчiвка;RBS ZYT601 12000, Червоноармiйський р-н, с. Корчiвка;;;30.06.2006;;Блоха С.С.;Эксплуатация;False;06.09.2018
RBS ZYT606;12611, Брусилiвський р-н, с. Високе;RBS ZYT606 12611, Брусилiвський р-н, с. Високе;власна вежа на тер-ї сiльради;;07.09.2007;;Мікрюков О.В.;Эксплуатация;False;27.09.2017
RBS ZYT610;11620, Малинський р-н, с. Чоповичi;RBS ZYT610 10000, м. Житомир, вул. Баранова, 125;м. Житомир, вул. Пушкiнська,32/8;;30.06.2006;08.08.2017;Блоха С.С.;Закрыт;False;15.05.2014
RBS ZYT611;11300, смт Лугини, вул. Коростенська, 4;RBS ZYT611 10000, м. Житомир, вул. Баранова, 125;м. Житомир, вул. Пушкiнська,32/8;;28.02.2006;;Блоха С.С.;Эксплуатация;False;27.02.2015
RBS ZYT612;11055, Олевський р-н, смт Бiлокоровичi;RBS ZYT612 10000, м. Житомир, вул. Баранова, 125;м. Житомир, вул. Пушкiнська,32/8;;28.02.2006;13.10.2017;Блоха С.С.;Закрыт;False;17.08.2015
RBS ZYT614;11200, смт Ємiльчино, вул. Л.Українки, 3;RBS ZYT614 10000, м. Житомир, вул. Баранова, 125;м. Житомир, вул. Пушкiнська,32/8;;28.02.2006;;Блоха С.С.;Эксплуатация;False;17.06.2015
RBS ZYT615;11250, Житомирська область, Ємельчинський район, смт. Яблунець, вул. Островського, 1;RBS ZYT615 11250, Житомирська область, Ємельчинський район, смт. Яблунець, вул. Островського, 1;"власна вежа,ДП""Яблунецька база постачання хiмпроду";;28.02.2006;;Блоха С.С.;Эксплуатация;False;17.06.2015
RBS ZYT616;11736, Житомирська область, Новоград-Волинський район, с. Дiдовичi;RBS ZYT616 11736, Житомирська область, Новоград-Волинський район, с. Дiдовичi;власна вежа на господ.дворi сiльради;;31.12.2005;;Блоха С.С.;Эксплуатация;False;06.09.2017
RBS ZYT618;12022, Житомирська область, Червоноармiйський район, с. Андрiївка, вул. Ленiна, 17;RBS ZYT618 12022, Житомирська область, Червоноармiйський район, с. Андрiївка, вул. Ленiна, 17;;;30.06.2006;;Блоха С.С.;Эксплуатация;False;15.08.2018
RBS ZYT619;12444, Житомирський р-н, с. Сiнгури;RBS ZYT619 12444, Житомирський р-н, с. Сiнгури;;;30.06.2006;21.11.2017;Блоха С.С.;Закрыт;False;31.03.2014
RBS ZYT620;Житомирська обл., Ємiльчинський р-н, с.Рихальське, власна вежа на територiї ферми;RBS ZYT620 Житомирська обл., Ємiльчинський р-н, с.Рихальське, власна вежа на територiї ферми;;;20.05.2011;;Харченко В.Б.;Эксплуатация;False;12.05.2014
RBS ZYT621;ГОРЩИК (КОРОСТЕНСЬКИЙ РАЙОН/М.КОРОСТЕНЬ)1822381201;RBS ZYT621 ГОРЩИК (КОРОСТЕНСЬКИЙ РАЙОН/М.КОРОСТЕНЬ)1822381201;власна вежа на тер-ї сiльради;;24.10.2008;;Харченко В.Б.;Эксплуатация;False;16.02.2017
RBS ZYT623;11762, Житомирська обл., Новоград-Волинський р-н, с. Ярунь;RBS ZYT623 11762, Житомирська обл., Новоград-Волинський р-н, с. Ярунь;власна вежа на тер-ї сiльради (ферма АЗС);;07.09.2007;;Блоха С.С.;Эксплуатация;False;07.03.2013
RBS ZYT624;;RBS ZYT624;власна вежа на тер-ї сiльради;;10.09.2007;;Блоха С.С.;Эксплуатация;False;10.06.2016
RBS ZYT625;11255, Житомирська обл., Ємiльчинський р-н, с. Барашi;RBS ZYT625 11255, Житомирська обл., Ємiльчинський р-н, с. Барашi;власна вежа  на тер-ї сiльради (бiля ферми);;11.09.2007;;Блоха С.С.;Эксплуатация;False;27.12.2016
RBS ZYT626;12125, Володарськ-Волинський р-н, с. Ставки;RBS ZYT626 12125 Житомирська обл., Володарськ-Волинський р-н, с.Зубринка;12125, Володарськ-Волинський р-н, с. Ставки  12125, Володарськ-Волинський р-н, с. Ставки  12125, Володарськ-Волинський р-н, с. Ставки  12125 Житомирська обл., Володарськ-Волинський р-н, с.Зубринка , власна вежа на територiї сiльради;;11.09.2007;;Блоха С.С.;Эксплуатация;False;25.08.2015
RBS ZYT631;ПУТИЛОВИЧi (ЛУГИНСЬКИЙ РАЙОН/СМТ ЛУГИНИ)1822884801;RBS ZYT631 Житомирська обл., Лугинський р-н, с.Путиловичi, власна вежа на територiї сiльради;;;24.10.2008;;Харченко В.Б.;Эксплуатация;False;28.03.2017
RBS ZYT635;Житомирська обл., Олевський р-н, с.Лопатичi, залiзна труба котельної сiльради;RBS ZYT635 11034, Житомирська обл., Олевський р-н, с.Лопатичi;;;16.06.2010;;Харченко В.Б.;Эксплуатация;False;23.08.2013
RBS ZYT636;Житомирська обл., Олевський р-н, с.Кишин, власна вежа на територiї сiльради;RBS ZYT636 Житомирська обл., Олевський р-н, с. Кишин;;;05.03.2010;;Харченко В.Б.;Эксплуатация;False;16.06.2013
RBS ZYT644;Житомирська обл., смт.Ємiльчине, башта на територiї ферми, виїзд на с.Степанiвка;RBS ZYT644 Житомирська обл., смт.Ємiльчине, башта на територiї ферми, виїзд на с.Степанiвка;;;28.05.2010;;Блоха С.С.;Эксплуатация;False;16.05.2018
RBS ZYT655;Житомирська обл., Радомишльський р-н, с.Лутiвка, власна башта на територiї сiльради;RBS ZYT655 Житомирська обл., Радомишльський р-н, с.Лутiвка, власна башта на територiї сiльради;;;26.09.2011;;Блоха С.С.;Эксплуатация;False;12.02.2016
RBS ZYT665;Житомирська обл., Брусилiвський р-н., смт.Брусилiв, вул.Лермонтова, власна вежа на територiї селищної ради;RBS ZYT665 Житомирська область, Брусилiвський р-н, смт.Брусилiв;;;11.03.2010;;Мікрюков О.В.;Эксплуатация;False;05.11.2017
RBS ZYT670;Житомирська обл., Попiльнянський р-н., смт.Попiльня, башта на територiї господарства, виїзд на с.Попiльня;RBS ZYT670 Житомирська обл., Попiльнянський р-н., смт.Попiльня, башта на територiї господарства, виїзд на с.Попiльня;;;13.05.2011;;Мікрюков О.В.;Эксплуатация;False;31.03.2017
RBS ZYT703;Житомирська область, Коростишiвський р-н, с.Старосiльцi, власна вежа на територiї сiльради;RBS ZYT703 Житомирська область, Коростишiвський р-н, с.Старосiльцi, власна вежа на територiї сiльради;;;15.09.2011;;Блоха С.С.;Эксплуатация;False;30.09.2016
RBS ZYT709;Житомирська обл., смт.Олевськ, вул.Хмельницького, 13-А, труба;RBS ZYT709 Житомирська обл.,м.Олевськ,вул.Богдана Хмельницького,13;;;12.03.2010;;Харченко В.Б.;Эксплуатация;False;17.05.2016
RBS ZYT714;Житомирська обл., Ємiльчинський р-н, с.Тайки, власна вежа на територiї сiльради;RBS ZYT714 Житомирська обл., Ємiльчинський р-н, с.Тайки, власна вежа на територiї сiльради;;;16.06.2010;;Харченко В.Б.;Эксплуатация;False;28.06.2013
RBS ZYT716;Житомирська обл., Ємiльчинський р-н, с.Кулiшi, власна вежа на територiї сiльради;RBS ZYT716 Житомирська обл., Ємiльчинський р-н, с.Кулiшi, власна вежа на територiї сiльради;;;19.09.2011;;Харченко В.Б.;Эксплуатация;False;30.12.2016
RBS ZYT718;12420, Житомирський р-н с. Тетерiвка, вул. Кооперативна, 5;RBS ZYT718 12420, Житомирська обл., Житомирський р-н, с.Тетерiвка, вул.Кооперативна, 5;;;31.08.2006;;Блоха С.С.;Эксплуатация;False;31.05.2018
RBS ZYT721;КОРОСТЕНЬ (КОРОСТЕНЬ)1810700000;RBS ZYT721 КОРОСТЕНЬ (КОРОСТЕНЬ)1810700000;труба мiської банi;;17.10.2008;13.10.2015;Кузьменко А.В.;Закрыт;False;30.09.2015
RBS ZYT732;13151, Житомирська область, Любарський район, с. Велика Волиця;RBS ZYT732 13151, Житомирська область, Любарський район, с. Велика Волиця;власна вежа на тер-ї сiльради;;07.09.2007;;Осадчук О.В.;Эксплуатация;False;12.02.2016
RBS ZYT737;12030, Житомирська обл., Червоноармiйський р-н., с. Курне;RBS ZYT737 12030, Житомирська обл., Червоноармiйський р-н., с. Курне;власна вежа на тер-ї сiльради;;07.09.2007;;Блоха С.С.;Эксплуатация;False;08.05.2013
RBS ZYT738;Житомирська обл., Любарський р-н, с.Великі Деревичі, власна вежа на території сільради;;;;17.12.2015;;Осадчук О.В.;Эксплуатация;False;12.02.2016
